"","playerID","year","team","games","rush_att","rush_yards","rush_avg","rush_td","receptions","rec_yards","rec_avg","yds_targ","rec_td","pass_att","pass_comp","pass_td","pass_yards","int_thrown","pass_avg","xp_att","xp_made","fg_att","fg_made","int_caught","tackles","sacks","fumble_rec","ret_td","targets","rz_targets","rz_rushes","rz_pass","rz_pass10","rz_pass5","pass20","pass40","rz_rush10","rz_rush5","rush20","rush40","rushStuff","rz_targets10","rz_targets5","targetsPen","rec20","rec40","fga29","fgm29","fga30","fgm30","fga40","fgm40","fga50","fgm50","total_tackles","assists","fumbles_forced","pass_defensed","offsnaps","defsnaps","stsnaps","passing300","passing350","passing400","rushing100","rushing150","rushing200","receiving100","receiving150","receiving200","fumbles","fumblesLost","sacksTaken","KickReturnYards","KickReturnTD","PuntReturnYards","PuntReturnTD","age","YPA","YPT","YPR","position","Rate","AVG","Max"
"11",1127,2011,"Bal",16,108,444,4.11111116409302,2,13,83,6.38461542129517,4.15000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,34,0,4.15,4.11111111111111,"RB",2,4.00555555555556,13.6
"12",1165,2011,"NE",7,17,57,3.35294127464294,0,7,34,4.85714292526245,3.77777767181396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,0,0,0,0,0,2,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,35,0,3.77777777777778,3.35294117647059,"RB",0,1.575,7.7
"13",1168,2011,"Atl",16,0,0,0,0,1,7,7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3.5,0,"TE",0,0.0705882352941177,1.2
"14",1204,2011,"Min",16,0,0,0,0,1,4,4,0.666666686534882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0.666666666666667,0,"TE",0,0.05625,0.9
"15",1214,2011,"NYG",2,0,0,0,0,1,7,7,2.33333325386047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2.33333333333333,0,"WR",0,0.6,1.2
"16",1288,2011,"Hou",1,0,0,0,0,0,0,0,0,0,28,18,1,211,0,7.5357141494751,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,36,7.53571428571429,0,0,"QB",0,12.55,12.55
"17",1306,2011,"KC",16,153,478,3.12418293952942,0,5,43,8.60000038146973,6.14285707473755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,19,0,0,0,0,0,9,2,3,0,30,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6.14285714285714,3.12418300653595,"RB",0,3.4125,8
"18",1307,2011,"NYJ",16,0,0,0,0,45,612,13.6000003814697,6.375,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,22,0,0,0,0,0,0,0,0,0,0,0,12,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,6.375,0,"WR",5,8.23125,22.5
"19",1313,2011,"KC",9,0,0,0,0,3,26,8.66666698455811,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,6.5,0,"TE",0,0.455555555555556,3
"20",1322,2011,"Atl",5,5,-6,-1.20000004768372,0,0,0,0,0,0,28,18,0,188,1,6.7142858505249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6.71428571428571,0,-1.2,"QB",0,1.56,3.05
"21",1350,2011,"NE",16,43,109,2.53488373756409,3,0,0,0,0,0,611,401,39,5235,12,8.56792163848877,0,0,0,0,0,0,0,0,0,0,0,21,98,47,22,65,12,14,8,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,2,0,0,0,0,0,0,6,2,32,0,0,0,0,33,8.56792144026187,0,2.53488372093023,"QB",13,26.3973684210526,41.95
"22",1450,2011,"GB",16,0,0,0,0,37,445,12.027027130127,7.94642877578735,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,11,0,0,0,0,0,0,0,0,0,0,0,6,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,36,0,7.94642857142857,0,"WR",2,6.52941176470588,17.4
"23",1474,2011,"Dal",3,28,98,3.5,0,5,13,2.59999990463257,1.85714280605316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1.85714285714286,3.5,"RB",0,4.53333333333333,5.9
"24",2178,2011,"NO",16,21,86,4.09523820877075,1,0,0,0,0,0,657,468,46,5476,14,8.33485507965088,0,0,0,0,0,0,0,0,0,0,0,8,105,47,22,69,11,5,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,2,0,0,0,0,0,0,1,1,24,0,0,0,0,32,8.33485540334855,0,4.09523809523809,"QB",16,28.5526315789474,40.95
"25",2193,2011,"Phi",13,76,589,7.75,1,0,0,0,0,0,423,253,18,3303,14,7.80851078033447,0,0,0,0,0,0,0,0,0,0,0,20,69,28,14,49,6,11,7,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,10,4,23,0,0,0,0,31,7.80851063829787,0,7.75,"QB",8,20.6192307692308,35.3
"26",2196,2011,"NYJ",14,75,280,3.73333334922791,1,42,449,10.6904764175415,7.36065578460693,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,7,8,0,0,0,0,0,4,4,1,0,14,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,32,0,7.36065573770492,3.73333333333333,"RB",3,7.99285714285714,23.9
"27",2207,2011,"Was",12,0,0,0,0,46,584,12.6956520080566,6.08333349227905,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,16,0,0,0,0,0,0,0,0,0,0,0,8,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6.08333333333333,0,"WR",4,8.78333333333333,15.6
"28",2221,2011,"Ind",16,0,0,0,0,75,960,12.8000001907349,7.32824420928955,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,17,0,0,0,0,0,0,0,0,0,0,0,6,4,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,32,0,7.32824427480916,0,"WR",3,9.84375,20.7
"29",2222,2011,"Ari",10,0,0,0,0,24,283,11.7916669845581,7.86111116409302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,7.86111111111111,0,"TE",0,4.63,10.5
"30",2229,2011,"NE",15,0,0,0,0,15,276,18.3999996185303,8.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,8.625,0,"WR",1,2.57058823529412,9.8
"31",2244,2011,"Oak",9,0,0,0,0,11,146,13.2727270126343,7.68421030044556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,7.68421052631579,0,"WR",0,2.9,10.5
"32",2260,2011,"StL",5,3,4,1.33333337306976,0,0,0,0,0,0,97,53,1,548,2,5.64948463439941,0,0,0,0,0,0,0,0,0,0,0,7,9,5,3,5,0,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,34,5.64948453608247,0,1.33333333333333,"QB",0,4.76,11.25
"33",2263,2011,"Car",16,6,56,9.33333301544189,0,79,1394,17.6455688476562,10.8062019348145,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,2,0,0,0,0,0,32,0,10.8062015503876,9.33333333333333,"WR",11,14.1647058823529,33.8
"34",2311,2011,"Buf",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,"TE",0,0,0
"35",2347,2011,"SD",2,5,-5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,-1,"QB",0,-0.25,-0.2
"36",2513,2011,"Chi",3,12,68,5.66666650772095,0,0,0,0,0,0,55,35,2,414,4,7.52727270126343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,31,7.52727272727273,0,5.66666666666667,"QB",0,9.16666666666667,17.9
"37",2527,2011,"Det",16,80,316,3.95000004768372,1,26,230,8.84615421295166,6.57142877578735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,12,0,0,0,0,0,6,3,1,0,12,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,31,0,6.57142857142857,3.95,"RB",3,4.56470588235294,16.5
"38",2539,2011,"Was",11,2,1,0.5,0,22,309,14.0454549789429,8.13157939910889,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,8.13157894736842,0.5,"WR",3,4.90909090909091,14.4
"39",2540,2011,"Car",15,0,0,0,0,37,455,12.2972974777222,7.33870983123779,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,8,0,0,0,0,0,0,0,0,0,0,0,6,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,30,0,7.33870967741935,0,"TE",0,5.6,10.5
"40",2545,2011,"Was",16,0,0,0,0,68,947,13.9264707565308,8.23478221893311,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,22,0,0,0,0,0,0,0,0,0,0,0,8,2,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,30,0,8.23478260869565,0,"WR",6,9.79375,21
"41",2546,2011,"Ten",16,0,0,0,0,2,25,12.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,5,0,"TE",0,0.59375,6.9
"42",2554,2011,"Mia",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,"QB",0,0,0
"43",2584,2011,"NE",15,0,0,0,0,51,702,13.764705657959,7.80000019073486,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15,0,0,0,0,0,0,0,0,0,0,0,12,7,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,31,0,7.8,0,"WR",9,8.36111111111111,16.9
"44",2592,2011,"SF",14,0,0,0,0,1,19,19,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4.75,0,"TE",0,0.20625,2.4
"45",2596,2011,"SD",16,0,0,0,0,30,271,9.03333377838135,6.15909099578857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6.15909090909091,0,"TE",0,2.63125,7.1
"46",2627,2011,"NO",14,0,0,0,0,3,20,6.66666650772095,3.33333325386047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3.33333333333333,0,"TE",0,0.678571428571429,6.7
"47",2636,2011,"Ari",12,20,77,3.84999990463257,1,14,91,6.5,3.79166674613953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,7,0,0,0,0,0,2,1,1,0,7,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3.79166666666667,3.85,"RB",0,2.48333333333333,7.9
"48",2688,2011,"Det",2,1,-1,-1,0,0,0,0,0,0,3,2,0,33,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,0,-1,"QB",0,0.775,1.4
"49",2825,2011,"Oak",15,4,45,11.25,0,4,24,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,31,0,4,11.25,"RB",0,0.593333333333333,3.5
"50",2858,2011,"Ind",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,"TE",0,0,0
"51",2863,2011,"SF",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,"TE",0,0,0
"52",2962,2011,"Den",15,249,1199,4.815260887146,4,12,51,4.25,2.54999995231628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,24,0,0,0,0,0,11,6,10,1,43,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,4,3,0,0,0,0,0,29,0,2.55,4.81526104417671,"RB",8,9.63888888888889,28.3
"53",3014,2011,"Oak",10,16,20,1.25,1,0,0,0,0,0,328,199,13,2753,16,8.39329242706299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,2,1,17,0,0,0,0,31,8.39329268292683,0,1.25,"QB",3,17.765,28.45
"54",3022,2011,"Mia",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,2,"RB",0,0.1,0.2
"55",3028,2011,"Hou",7,1,8,8,0,33,492,14.9090909957886,9.64705848693848,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,9.64705882352941,8,"WR",5,12.3444444444444,19
"56",3045,2011,"Hou",16,1,1,1,0,6,90,15,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,7.5,1,"WR",0,1.00555555555556,11.6
"57",3047,2011,"Oak",2,9,38,4.22222232818604,0,0,0,0,0,0,28,15,0,161,3,5.75,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,3,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,30,5.75,0,4.22222222222222,"QB",0,1.425,1.9
"58",3050,2011,"Was",13,20,11,0.550000011920929,1,0,0,0,0,0,458,265,16,3151,20,6.87991285324097,0,0,0,0,0,0,0,0,0,0,0,5,80,32,9,48,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,5,25,0,0,0,0,30,6.87991266375546,0,0.55,"QB",1,13.7607142857143,26.6
"59",3051,2011,"Ind",11,0,0,0,0,34,352,10.3529415130615,5.4153847694397,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,10,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32,0,5.41538461538462,0,"TE",2,5.65454545454545,12.3
"60",3074,2011,"Bal",14,0,0,0,0,57,887,15.5614032745361,8.36792469024658,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,8.36792452830189,0,"WR",7,10.1,18
"61",3086,2011,"Dal",16,0,0,0,0,79,942,11.9240503311157,8.05128192901611,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,13,0,0,0,0,0,0,0,0,0,0,0,7,5,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,29,0,8.05128205128205,0,"TE",7,10.10625,19.4
"62",3087,2011,"Det",16,11,85,7.72727251052856,0,73,757,10.3698625564575,6.88181829452515,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,15,1,0,0,0,0,0,1,0,0,0,1,5,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,29,0,6.88181818181818,7.72727272727273,"WR",8,8.46470588235294,17.6
"63",3092,2011,"Min",16,0,0,0,0,36,409,11.3611106872559,5.76056337356567,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,5.76056338028169,0,"TE",1,4.80625,12.5
"64",3101,2011,"Cle",6,7,70,10,0,1,21,21,21,0,107,55,2,567,2,5.29906558990479,0,0,0,0,0,0,0,0,0,1,0,0,7,5,0,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,30,5.29906542056075,21,10,"QB",0,6.99166666666667,15.4
"65",3104,2011,"Den",4,0,0,0,0,19,283,14.8947372436523,9.12903213500977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,29,0,9.12903225806452,0,"WR",7,10.64,19
