Picked At,Pick Number,Appearance,First Name,Last Name,Team,Position,Draft,Draft Entry,Draft Entry Fee,Draft Size,Draft Total Prizes,Tournament Title,Tournament,Tournament Entry Fee,Tournament Total Prizes,Tournament Size,Draft Pool Title,Draft Pool,Draft Pool Entry Fee,Draft Pool Total Prizes,Draft Pool Size,Weekly Winner Title,Weekly Winner,Weekly Winner Entry Fee,Weekly Winner Total Prizes,Weekly Winner Size
2025-07-07 17:16:27 UTC,91,4ddaf397-6424-4910-b9ec-49aef1d2b69a,T.J.,Hockenson,MIN,TE,c96c9819-edbf-4b82-a8e9-a4d70565a034,049655f9-cd0d-4950-8074-ce623b0aafcb,,12,,The Dachshund,a052db91-d10d-4f7e-a62e-26a1551c4a53,8.0,200000.0,28080,,,,,,,,,,
2025-07-07 17:14:28 UTC,78,a259e591-fec1-4185-a0b2-43a434cc9f49,Sam,LaPorta,DET,TE,c96c9819-edbf-4b82-a8e9-a4d70565a034,049655f9-cd0d-4950-8074-ce623b0aafcb,,12,,The Dachshund,a052db91-d10d-4f7e-a62e-26a1551c4a53,8.0,200000.0,28080,,,,,,,,,,
2025-07-07 17:13:04 UTC,67,e04ddd15-a5ab-41e8-82b2-3dfc90a2c893,TreVeyon,Henderson,NE,RB,c96c9819-edbf-4b82-a8e9-a4d70565a034,049655f9-cd0d-4950-8074-ce623b0aafcb,,12,,The Dachshund,a052db91-d10d-4f7e-a62e-26a1551c4a53,8.0,200000.0,28080,,,,,,,,,,
2025-07-07 17:11:19 UTC,54,d8c923f8-3ccf-49c2-895a-c58ad280c088,Travis,Hunter,JAX,WR,c96c9819-edbf-4b82-a8e9-a4d70565a034,049655f9-cd0d-4950-8074-ce623b0aafcb,,12,,The Dachshund,a052db91-d10d-4f7e-a62e-26a1551c4a53,8.0,200000.0,28080,,,,,,,,,,
2025-07-07 17:09:29 UTC,43,c3a3bd66-d55d-44f7-98f6-78450678fa87,Jameson,Williams,DET,WR,c96c9819-edbf-4b82-a8e9-a4d70565a034,049655f9-cd0d-4950-8074-ce623b0aafcb,,12,,The Dachshund,a052db91-d10d-4f7e-a62e-26a1551c4a53,8.0,200000.0,28080,,,,,,,,,,
2025-07-07 17:07:43 UTC,30,0f31f57a-5461-4802-811e-f84fde65f9b5,Breece,Hall,NYJ,RB,c96c9819-edbf-4b82-a8e9-a4d70565a034,049655f9-cd0d-4950-8074-ce623b0aafcb,,12,,The Dachshund,a052db91-d10d-4f7e-a62e-26a1551c4a53,8.0,200000.0,28080,,,,,,,,,,
2025-07-07 17:05:50 UTC,19,f41070b3-c28d-4cff-afb4-6bae844edabf,Ladd,McConkey,LAC,WR,c96c9819-edbf-4b82-a8e9-a4d70565a034,049655f9-cd0d-4950-8074-ce623b0aafcb,,12,,The Dachshund,a052db91-d10d-4f7e-a62e-26a1551c4a53,8.0,200000.0,28080,,,,,,,,,,
2025-07-07 17:04:26 UTC,6,1b76bd49-ac28-457e-96a6-4b2135c9ff73,CeeDee,Lamb,DAL,WR,c96c9819-edbf-4b82-a8e9-a4d70565a034,049655f9-cd0d-4950-8074-ce623b0aafcb,,12,,The Dachshund,a052db91-d10d-4f7e-a62e-26a1551c4a53,8.0,200000.0,28080,,,,,,,,,,
2025-07-17 16:13:03 UTC,208,ab78a171-01c4-457c-aa8c-7fd835bff986,Anthony,Richardson,IND,QB,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 16:12:20 UTC,201,7062199b-47a5-4de1-bc7d-22640861b406,Dont'e,Thornton,LV,WR,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 16:10:01 UTC,184,84f0a2d4-81a1-424b-a516-172e02cd82e3,Braelon,Allen,NYJ,RB,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 16:09:15 UTC,177,63cbde87-5fd3-410c-9c64-2185510182ef,DeMario,Douglas,NE,WR,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 16:07:01 UTC,160,2f6b0b7d-b3fe-46e5-b7ef-c84495f0e78a,Geno,Smith,LV,QB,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 16:06:07 UTC,153,216c2a61-381c-4520-a163-a8af32943fb9,Ray,Davis,BUF,RB,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 16:03:16 UTC,136,82b3392d-0403-4cc7-9adc-8881b1647655,Quentin,Johnston,LAC,WR,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 16:02:19 UTC,129,48dddfc4-9fbb-49f7-93ca-49b5bad5b640,Tucker,Kraft,GB,TE,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 16:00:08 UTC,112,1fd437b3-ec8a-40ff-af9b-bdeb9e195111,Drake,Maye,NE,QB,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 15:58:41 UTC,105,d8c284a1-8746-41fc-bd8e-fbfb20bf2e92,Jaylen,Warren,PIT,RB,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 15:55:57 UTC,88,2965705e-121c-4f6f-a67e-200c1f221343,Josh,Downs,IND,WR,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 15:54:42 UTC,81,55ba823b-3e25-4a1d-922d-9c622a052aaf,Khalil,Shakir,BUF,WR,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 15:52:06 UTC,64,fbc4cce8-3964-402c-a0a6-dbe13b5ebd86,RJ,Harvey,DEN,RB,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 15:50:49 UTC,57,7601e2e8-add1-4c8c-b169-b63a49fdf57b,Courtland,Sutton,DEN,WR,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 15:48:26 UTC,40,4122e07d-fe79-4816-9292-4f6a94b00cbc,Xavier,Worthy,KC,WR,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 15:47:32 UTC,33,48699f93-77e6-48ee-93cc-df880846796f,Kyren,Williams,LAR,RB,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 15:44:45 UTC,16,d98df6de-a814-477a-bd9b-b6a747f32ab4,Brock,Bowers,LV,TE,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 15:43:34 UTC,9,827b3a04-55f4-4c0e-940f-62be3233dd15,Puka,Nacua,LAR,WR,7528987d-6238-4879-8be2-4cfc14dd2431,055d8540-9784-4299-b8a8-384e8f96f76b,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 16:12:48 UTC,216,49d82bda-e7fe-487a-83ab-0f4bd9e431d1,Pat,Freiermuth,PIT,TE,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 16:09:13 UTC,193,a7f67b7a-1598-48d5-b9bc-b7921b03f5c7,Chris,Rodriguez,WAS,RB,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 16:09:11 UTC,192,ec3a92be-ca46-44e1-8263-9c184ba313c1,Troy,Franklin,DEN,WR,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 16:06:27 UTC,169,c9e2cfc7-8db1-49ab-944b-61108f687aca,Jalen,Coker,CAR,WR,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 16:06:25 UTC,168,831716ac-821d-4b07-8f37-36886cc43843,Ollie,Gordon,MIA,RB,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 16:03:10 UTC,145,06bb179e-5f55-4679-9f0d-e94d1c5dff0c,Tre',Harris,LAC,WR,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 16:03:00 UTC,144,04c979d6-83b7-40dc-83fc-ed4db79ce5f9,Bryce,Young,CAR,QB,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 15:59:56 UTC,121,69a1328c-ef69-41a4-a9c6-9ef0f96179f0,Justin,Fields,NYJ,QB,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 15:59:53 UTC,120,7eba46a1-1484-4352-b7f8-480163694c25,Brandon,Aiyuk,SF,WR,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 15:56:06 UTC,97,1589e799-5723-4f51-a99a-817c1f5d9a61,Michael,Pittman Jr.,IND,WR,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 15:56:03 UTC,96,017dad8b-5da7-4e17-a567-10e147fbb7c7,Kyler,Murray,ARI,QB,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 15:52:50 UTC,73,e57459d1-a8ea-4e55-909d-06b378e09b02,Stefon,Diggs,NE,WR,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 15:52:40 UTC,72,467dd20b-81e4-42a3-837a-ed937702925e,Isiah,Pacheco,KC,RB,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 15:49:33 UTC,49,c43f5ce9-2f01-49df-83cb-c198ca9c49c8,James,Conner,ARI,RB,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 15:49:29 UTC,48,47f49002-0e7d-4f51-9a15-525ef6397fde,D.J.,Moore,CHI,WR,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 15:46:20 UTC,25,48699f93-77e6-48ee-93cc-df880846796f,Kyren,Williams,LAR,RB,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 15:46:04 UTC,24,d6c8b5b5-c01a-43d4-84b5-cbad5e4a7f21,Trey,McBride,ARI,TE,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-25 15:43:11 UTC,1,b24eb93f-72bd-4c23-bed6-807d542bab65,Ja'Marr,Chase,CIN,WR,f366d232-76da-4718-93f3-858ddbd75c1b,08433944-638e-4aaa-9778-005480352f8f,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:27:10 UTC,214,e62e6781-add8-4eaa-9713-1448b8ff72a5,Elic,Ayomanor,TEN,WR,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:24:08 UTC,195,edeb9b06-d0b7-44cc-ac47-971fa68ff0a6,Brashard,Smith,KC,RB,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:23:37 UTC,190,2a65964a-1345-435e-998e-ee29adf6d251,Chig,Okonkwo,TEN,TE,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:21:18 UTC,171,fa1a54e5-4c1c-45b8-9e9a-3c1568a28d6b,Jaylen,Wright,MIA,RB,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:20:25 UTC,166,ff6b158c-6ff5-45c7-879e-32086288c5fb,Cam,Ward,TEN,QB,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:17:34 UTC,147,a18e7872-b3df-4c74-8130-feb720a928c1,Xavier,Legette,CAR,WR,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:16:40 UTC,142,5336c84a-59d1-4502-b26c-a9a7a5683195,Jake,Ferguson,DAL,TE,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:14:22 UTC,123,9df8f9e8-d362-46e0-be35-502442b747e6,Luther,Burden,CHI,WR,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:13:27 UTC,118,f52f0cdf-de38-4cd9-a5c9-b54b2958ea05,Mark,Andrews,BAL,TE,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:10:28 UTC,99,06bb179e-5f55-4679-9f0d-e94d1c5dff0c,Tre',Harris,LAC,WR,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:09:28 UTC,94,d163492c-f926-4cb9-96fc-b93759e92541,Brian,Robinson Jr.,SF,RB,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:06:18 UTC,75,c43f5ce9-2f01-49df-83cb-c198ca9c49c8,James,Conner,ARI,RB,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:05:22 UTC,70,533aaf00-6105-4dc7-9e32-ee6e0e78a66a,Deebo,Samuel,WAS,WR,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:02:46 UTC,51,7db4138f-109b-4b32-8c1b-cd51a4c12d1f,George,Pickens,DAL,WR,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 03:02:04 UTC,46,09d74295-61f2-4824-b49b-f1c677be0763,Jayden,Daniels,WAS,QB,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 02:58:28 UTC,27,799eb40c-a66a-4fd8-a8e3-186fc3f20ccb,Marvin,Harrison,ARI,WR,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 02:57:23 UTC,22,a93a8358-f3eb-4a07-9a85-a13a0b2427a2,Jonathan,Taylor,IND,RB,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-06-23 02:54:36 UTC,3,fb2b25a4-b791-4ef0-bc45-41099b503a69,Justin,Jefferson,MIN,WR,167a9ac2-b237-4155-af5f-5b417bae52a0,0871734a-a525-44be-bcf7-0faedbe3d6c1,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-26 03:33:55 UTC,212,6b913e90-e07f-4587-875c-8eead122de28,Jermaine,Burton,CIN,WR,9238a8d0-f657-4401-9ebc-1500fddae2d2,088ce160-5f93-4fd0-856e-32305ae81dab,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-26 03:31:14 UTC,197,3349f39b-9dd6-42f3-a50c-8f7e8134d2bf,Theo,Johnson,NYG,TE,9238a8d0-f657-4401-9ebc-1500fddae2d2,088ce160-5f93-4fd0-856e-32305ae81dab,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-26 03:30:09 UTC,188,bdecac5a-bd13-4a2c-94c8-4ff12c29d50a,Darius,Slayton,NYG,WR,9238a8d0-f657-4401-9ebc-1500fddae2d2,088ce160-5f93-4fd0-856e-32305ae81dab,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-26 03:26:57 UTC,173,3e43e336-3c1d-430f-8961-701e685e8d5d,Roschon,Johnson,CHI,RB,9238a8d0-f657-4401-9ebc-1500fddae2d2,088ce160-5f93-4fd0-856e-32305ae81dab,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-26 03:25:44 UTC,164,63cbde87-5fd3-410c-9c64-2185510182ef,DeMario,Douglas,NE,WR,9238a8d0-f657-4401-9ebc-1500fddae2d2,088ce160-5f93-4fd0-856e-32305ae81dab,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
